	chromosome	start	end
11987	17	81037567	81052864
11988	18	47225	73545
11989	18	158383	214629
11990	18	214520	268050
11991	18	319361	500722
11992	18	423744	424416
11993	18	580367	581524
11994	18	596988	650334
11995	18	641320	658340
11996	18	650229	652843
11997	18	653985	657259
11998	18	657604	673578
11999	18	670324	712676
12000	18	706523	707648
12001	18	721588	812547
12002	18	735746	737459
12003	18	738058	739444
12004	18	738058	739662
12005	18	894436	907681
12006	18	904944	912173
12007	18	2537524	2571508
12008	18	2561171	2562219
12009	18	2571510	2616634
12010	18	2655737	2805015
12011	18	2688562	2833063
12012	18	2847028	2915991
12013	18	2916992	3013313
12014	18	2920964	2921683
12015	18	2948236	2960754
12016	18	2967016	2985408
12017	18	3066805	3220106
12018	18	3190395	3247275
12019	18	3247479	3256234
12020	18	3255434	3261848
12021	18	3261907	3278282
12022	18	3394887	3395310
12023	18	3411606	3458409
12024	18	3496030	4455335
12025	18	3593730	3598350
12026	18	3602998	3608334
12027	18	3653410	3656282
12028	18	3770017	3771430
12029	18	3878180	3897069
12030	18	3962353	4013943
12031	18	4264602	4295405
12032	18	5145284	5197502
12033	18	5289018	5297052
12034	18	5392383	5630699
12035	18	5463626	5480974
12036	18	5567129	5570941
12037	18	5882071	5895954
12038	18	5887486	5909121
12039	18	5954705	6415236
12040	18	5956100	5960784
12041	18	6025090	6082454
12042	18	6511415	6590652
12043	18	6557821	6558653
12044	18	6728820	6729861
12045	18	6729717	6915715
12046	18	6873398	6875023
12047	18	6941743	7117813
12048	18	6954676	6957418
12049	18	7076816	7080122
12050	18	7231123	7232045
12051	18	7566780	8406859
12052	18	7741308	7754829
12053	18	7814116	7815728
12054	18	8154556	8155068
12055	18	8336437	8337038
12056	18	8360818	8367032
12057	18	8402845	8405159
12058	18	8406759	8406951
12059	18	8609443	8639379
12060	18	8635177	8636345
12061	18	8695854	8707619
12062	18	8705659	8832776
12063	18	8801654	8802303
12064	18	9102628	9134343
12065	18	9112402	9115875
12066	18	9121263	9136643
12067	18	9136226	9285983
12068	18	9259386	9260388
12069	18	9334765	9402418
12070	18	9475007	9538114
12071	18	9506240	9509724
12072	18	9519447	9520197
12073	18	9546789	9615238
12074	18	9587384	9590180
12075	18	9708162	9862548
12076	18	9885763	9889272
12077	18	9913999	9960018
12078	18	10454625	10489945
12079	18	10525902	10552758
12080	18	10661930	10666884
12081	18	10666480	11148587
12082	18	10704295	10709597
12083	18	10893615	10908781
12084	18	11688955	11885684
12085	18	11810405	11811483
12086	18	11851395	11854448
12087	18	11851413	11852750
12088	18	11857154	11857553
12089	18	11882621	11909222
12090	18	11908711	11909222
12091	18	11981024	12030876
12092	18	11993987	11994937
12093	18	12031177	12032180
12094	18	12093852	12129748
12095	18	12254318	12277594
12096	18	12307668	12344319
12097	18	12328943	12377313
12098	18	12407895	12432237
12099	18	12438889	12448204
12100	18	12446511	12658133
12101	18	12658042	12663470
12102	18	12658737	12725739
12103	18	12661832	12702776
12104	18	12670425	12671144
12105	18	12785477	12929642
12106	18	12947132	12987535
12107	18	12984693	12991172
12108	18	12991361	13125051
12109	18	13203773	13216366
12110	18	13217497	13652754
12111	18	13234944	13236469
12112	18	13362202	13366242
12113	18	13419420	13427479
12114	18	13461019	13470822
12115	18	13471849	13472669
12116	18	13486461	13490675
12117	18	13500640	13501288
12118	18	13514519	13522887
12119	18	13526077	13526687
12120	18	13561398	13565034
12121	18	13644814	13645684
12122	18	13663346	13726662
12123	18	13726659	13764557
12124	18	13824154	13826861
12125	18	13882043	13915706
12126	18	14057456	14132489
12127	18	14089934	14091018
12128	18	14104541	14105225
12129	18	14507338	14543584
12130	18	14728271	14852737
12131	18	14816150	14825248
12132	18	18526867	18691812
12133	18	18822203	19105378
12134	18	18896839	18897756
12135	18	18960247	19030978
12136	18	19109242	19180845
12137	18	19192228	19210417
12138	18	19230858	19284766
12139	18	19241748	19242356
12140	18	19253589	19262522
12141	18	19284918	19450918
12142	18	19405448	19411371
12143	18	19668021	19678741
12144	18	19749404	19782491
12145	18	19755426	19756623
12146	18	19780582	19785192
12147	18	19993564	19997878
12148	18	20279444	20513727
12149	18	20303454	20487684
12150	18	20378224	20606451
12151	18	20462788	20463320
12152	18	20714528	20840431
12153	18	20777108	21017925
12154	18	20837128	20840318
12155	18	21032787	21066567
12156	18	21083473	21111746
12157	18	21086148	21166862
12158	18	21178890	21242849
12159	18	21269407	21535030
12160	18	21572737	21715574
12161	18	21574177	21595303
12162	18	21656758	21679284
12163	18	21693601	21700967
12164	18	21718942	21741567
12165	18	21742008	21977844
12166	18	21944751	21947948
12167	18	22006580	22033499
12168	18	22015328	22019602
12169	18	22040593	22059921
12170	18	22641890	22932154
12171	18	22882090	22882920
12172	18	23596578	23671181
12173	18	23713816	23773319
12174	18	23805900	23971649
12175	18	23845973	23847373
12176	18	24034874	24237365
12177	18	24235706	24770662
12178	18	24432002	24445782
12179	18	24495595	24765281
12180	18	25530930	25757410
12181	18	25534483	25543651
12182	18	28569974	28622781
12183	18	28645940	28682378
12184	18	28681551	28742752
12185	18	28709199	28742819
12186	18	28711419	28712457
12187	18	28898052	28936992
12188	18	28923331	29006951
12189	18	28956740	28994875
12190	18	29027758	29058665
12191	18	29078006	29128971
12192	18	29122109	29136874
12193	18	29171689	29178974
12194	18	29202210	29265799
12195	18	29265618	29266786
12196	18	29339525	29340843
12197	18	29409136	29533099
12198	18	29424351	29425141
12199	18	29522538	29524119
12200	18	29598335	29653176
12201	18	29671258	29672082
12202	18	29671818	29711524
12203	18	29702363	29704441
12204	18	29704840	30050447
12205	18	29765032	29800367
12206	18	29825909	29828995
12207	18	29867400	29870303
12208	18	30252634	30353025
12209	18	30349758	30354376
12210	18	30413417	30518280
12211	18	30517366	31021065
12212	18	30534039	30537962
12213	18	31158579	31331156
12214	18	31431064	31804916
12215	18	31802929	31804725
12216	18	32073254	32471808
12217	18	32317759	32347627
12218	18	32556892	32723434
12219	18	32820994	32847097
12220	18	32831032	32870196
12221	18	32912176	32925446
12222	18	32946661	32957301
12223	18	33023835	33077904
12224	18	33032194	33077955
12225	18	33161081	33291798
12226	18	33175865	33177563
12227	18	33552046	33559241
12228	18	33564350	33647539
12229	18	33688495	33709348
12230	18	33709407	33757909
12231	18	33759959	33767411
12232	18	33767482	33852120
12233	18	33877677	34360018
12234	18	34359987	34409158
12235	18	34409069	34812135
12236	18	34481909	34503777
12237	18	34823010	35146000
12238	18	34823739	34827179
12239	18	34853669	34856535
12240	18	39535171	39667794
12241	18	40323192	40695657
12242	18	40847843	40857615
12243	18	42260138	42648475
12244	18	42710530	42761312
12245	18	42792960	43263072
12246	18	43003729	43063183
12247	18	43063310	43109820
12248	18	43087167	43130148
12249	18	43226118	43227895
12250	18	43249332	43327180
12251	18	43304092	43332485
12252	18	43405477	43424045
12253	18	43427574	43547240
12254	18	43563502	43652238
12255	18	43664110	43684300
12256	18	43684298	43708299
12257	18	43753519	43846949
12258	18	43906772	44043103
12259	18	44056935	44236996
12260	18	44259081	44339220
12261	18	44388353	44500123
12262	18	44497455	44627658
12263	18	44542731	44544607
12264	18	44548658	44550534
12265	18	44554573	44556449
12266	18	44558943	44561988
12267	18	44603732	44617651
12268	18	44632317	44634433
12269	18	44633774	44676891
12270	18	44661027	44702652
12271	18	44681413	44702745
12272	18	44746293	44775554
12273	18	45357922	45457515
12274	18	45404666	45408815
12275	18	45553044	45937123
12276	18	45778672	45779208
12277	18	46065417	46389588
12278	18	46199946	46214790
12279	18	46352422	46361141
12280	18	46446223	46477081
12281	18	46550073	46574844
12282	18	46570039	46987717
12283	18	46642671	46652849
12284	18	46732282	46735151
12285	18	46958114	46973790
12286	18	47008028	47013622
12287	18	47008051	47017956
12288	18	47010906	47012519
12289	18	47013709	47018248
12290	18	47014851	47018906
12291	18	47087069	47119272
12292	18	47309869	47340330
12293	18	47322163	47363993
12294	18	47340393	47377429
12295	18	47349183	47721463
12296	18	47496091	47497327
12297	18	47753563	47792892
12298	18	47793252	47808144
12299	18	47808713	47814674
12300	18	47901365	47920543
12301	18	48086448	48258194
12302	18	48324574	48351772
12303	18	48405419	48474691
12304	18	48494361	48514491
12305	18	48494389	48584514
12306	18	48494410	48611415
12307	18	48700920	48744674
12308	18	49866542	51057784
12309	18	51007205	51094653
12310	18	51679079	51751158
12311	18	51795774	51847636
12312	18	51850728	51884334
12313	18	51884287	51911588
12314	18	52254988	52266724
12315	18	52385091	52562747
12316	18	52553097	52565314
12317	18	52568740	52626739
12318	18	52889562	53332018
12319	18	53119764	53150171
12320	18	53159406	53163623
12321	18	54264439	54318831
12322	18	54318574	54698828
12323	18	54539899	54541201
12324	18	54695063	54706076
12325	18	54814293	54817531
12326	18	55018044	55038962
12327	18	55102917	55158529
12328	18	55215515	55254004
12329	18	55267888	55289445
12330	18	55297534	55405276
12331	18	55306687	55405276
12332	18	55313658	55470333
12333	18	55711599	56068772
12334	18	55857066	55862928
12335	18	56038798	56039898
12336	18	56065895	56067314
12337	18	56148479	56296189
12338	18	56202647	56205784
12339	18	56224302	56233909
12340	18	56337712	56339109
12341	18	56338618	56417371
12342	18	56339845	56419962
12343	18	56529832	56653712
12344	18	56806709	56826068
12345	18	56887400	56898006
12346	18	56934267	56941318
12347	18	56942388	56985881
12348	18	56995055	57027194
12349	18	57098172	57364612
12350	18	57126304	57132914
12351	18	57230941	57235847
12352	18	57353052	57355632
12353	18	57363691	57364644
12354	18	57567180	57571538
12355	18	58038564	58040001
12356	18	59000815	59223006
12357	18	59475296	59561480
12358	18	59710800	59854351
12359	18	59854491	59974355
12360	18	59913043	59914645
12361	18	59967269	59968231
12362	18	59992520	60058516
12363	18	60040127	60045363
12364	18	60190240	60254942
12365	18	60382672	60647666
12366	18	60491423	60492724
12367	18	60505640	60505948
12368	18	60790579	60987361
12369	18	60818347	60818553
12370	18	60981035	60981315
12371	18	60994959	61034743
12372	18	61034561	61048862
12373	18	61056423	61089716
12374	18	61143994	61172318
12375	18	61152834	61153251
12376	18	61223393	61234244
12377	18	61254223	61271873
12378	18	61304493	61311532
12379	18	61322431	61329197
12380	18	61420169	61472604
12381	18	61538926	61571124
12382	18	61564408	61603345
12383	18	61602042	61609601
12384	18	61616535	61649008
12385	18	61637159	61672278
12386	18	63417488	63548638
12387	18	63532498	63533633
12388	18	64168320	64271375
12389	18	65173819	65184217
12390	18	65173826	65181267
12391	18	66340925	66382535
12392	18	66382446	66722426
12393	18	66420416	66421820
12394	18	66567018	66569492
12395	18	67068291	67516323
12396	18	67150863	67285930
12397	18	67372214	67392211
12398	18	67498394	67629039
12399	18	67671029	67873181
12400	18	67956137	67997436
12401	18	68002675	68019695
12402	18	68297755	68317980
12403	18	69399851	69455364
12404	18	70203915	70305756
12405	18	70409549	70535381
12406	18	70410991	70413196
12407	18	70818476	70931715
12408	18	71740588	71815100
12409	18	71815746	71826197
12410	18	71920530	71959251
12411	18	71983048	72026422
12412	18	72102963	72125179
12413	18	72163051	72188366
12414	18	72201675	72254448
12415	18	72228616	72229335
12416	18	72265106	72777627
12417	18	72907063	72921303
12418	18	72922710	73001905
12419	18	73118967	73130995
12420	18	73121431	73139658
12421	18	73971121	73972069
12422	18	74069644	74207146
12423	18	74084672	74090230
12424	18	74203608	74205487
12425	18	74207477	74210045
12426	18	74240612	74322925
12427	18	74506688	74534251
12428	18	74534563	74682683
12429	18	74686646	74696118
12430	18	74690783	74845639
12431	18	74962505	74980858
12432	18	76740275	76762677
12433	18	76829285	77138283
12434	18	76877207	76877920
12435	18	77013577	77014856
12436	18	77100258	77103972
12437	18	77155856	77289325
12438	18	77275812	77276057
12439	18	77439801	77514510
12440	18	77462721	77463651
12441	18	77623668	77660184
12442	18	77662420	77711664
12443	18	77724561	77730822
12444	18	77732867	77793949
12445	18	77794346	77854968
12446	18	77794358	77806397
12447	18	77866915	77905406
12448	18	77905807	77936315
12449	18	77915115	78005429
12450	18	77941563	77960875
12451	19	107471	111696
12452	19	281040	291393
12453	19	305573	306467
12454	19	305575	344798
12455	19	361750	376013
12456	19	405438	409139
12457	19	416583	460996
12458	19	463346	474983
12459	19	489176	505347
12460	19	490046	507813
12461	19	507299	519654
12462	19	531714	542097
12463	19	544034	549919
12464	19	567212	572215
12465	19	571297	583493
12466	19	589893	617159
12467	19	615886	617159
12468	19	617223	633597
12469	19	623519	623982
12470	19	639879	643703
12471	19	647526	663277
12472	19	676392	683385
12473	19	685521	695460
12474	19	708953	748329
12475	19	751126	764319
12476	19	797075	812327
12477	19	812518	821967
12478	19	825097	832017
12479	19	840963	848175
12480	19	851014	856242
12481	19	859453	863453
12482	19	867962	893218
12483	19	896503	913240
12484	19	917287	921015
12485	19	925781	975939
12486	19	928257	928817
12487	19	983174	994569
12488	19	999601	999952
12489	19	999795	1002756
12490	19	1000418	1009731
12491	19	1009647	1021117
12492	19	1026298	1039068
12493	19	1038726	1039063
12494	19	1040102	1065571
12495	19	1065922	1086627
12496	19	1086594	1095598
12497	19	1103936	1106787
12498	19	1107636	1174282
12499	19	1189406	1228428
12500	19	1228286	1238026
12501	19	1241749	1244824
12502	19	1248552	1259142
12503	19	1259384	1274879
12504	19	1268165	1270240
12505	19	1275026	1279248
12506	19	1285890	1378430
12507	19	1286153	1301430
12508	19	1376772	1377519
12509	19	1383526	1395583
12510	19	1392169	1396466
12511	19	1397091	1401569
12512	19	1407568	1435719
12513	19	1413900	1414734
12514	19	1438358	1440583
12515	19	1440838	1441937
12516	19	1446300	1473243
12517	19	1461142	1479555
12518	19	1481427	1490751
12519	19	1484535	1485273
12520	19	1491165	1497926
12521	19	1505017	1513603
12522	19	1508381	1508962
12523	19	1524073	1535455
12524	19	1554668	1568057
12525	19	1576639	1592882
12526	19	1578338	1605444
12527	19	1597171	1605480
12528	19	1609291	1652604
12529	19	1752372	1780987
12530	19	1782074	1812275
12531	19	1815248	1815872
12532	19	1815248	1848452
12533	19	1852398	1853621
12534	19	1852399	1863567
12535	19	1860249	1862018
12536	19	1876809	1885546
12537	19	1905213	1926016
12538	19	1905377	1913444
12539	19	1941188	1981337
12540	19	1952530	1954585
12541	19	1985447	2034880
12542	19	1989400	1990369
12543	19	2037470	2051243
12544	19	2071037	2096672
12545	19	2096380	2099592
12546	19	2100988	2164464
12547	19	2164148	2232577
12548	19	2212028	2215564
12549	19	2230002	2237703
12550	19	2236520	2248678
12551	19	2249308	2252072
12552	19	2252251	2269758
12553	19	2269485	2273487
12554	19	2274631	2282181
12555	19	2289774	2308156
12556	19	2321516	2328619
12557	19	2330294	2330756
12558	19	2352574	2354800
12559	19	2389769	2426237
12560	19	2425622	2427892
12561	19	2427636	2456994
12562	19	2476120	2478257
12563	19	2511217	2702707
12564	19	2610153	2611860
12565	19	2631952	2632847
12566	19	2641836	2643851
12567	19	2714565	2721416
12568	19	2717767	2740046
12569	19	2727741	2729325
12570	19	2732202	2740150
12571	19	2754712	2783369
12572	19	2785458	2813599
12573	19	2819872	2835771
12574	19	2841433	2860482
12575	19	2847225	2858714
12576	19	2867333	2878515
12577	19	2900896	2918474
12578	19	2915144	2926805
12579	19	2933216	2944969
12580	19	2977444	2995177
12581	19	2997636	3047633
12582	19	3052908	3053722
12583	19	3052908	3063105
12584	19	3094408	3124002
12585	19	3118663	3119302
12586	19	3121114	3122126
12587	19	3136191	3163767
12588	19	3141574	3155173
12589	19	3172344	3180329
12590	19	3185561	3209573
12591	19	3224701	3297074
12592	19	3296763	3303001
12593	19	3359561	3469215
12594	19	3474405	3480540
12595	19	3490819	3500938
12596	19	3506271	3538328
12597	19	3538259	3574288
12598	19	3539152	3544028
12599	19	3544197	3557567
12600	19	3572775	3579086
12601	19	3585551	3593539
12602	19	3594504	3606838
12603	19	3607245	3613928
12604	19	3610639	3626813
12605	19	3630181	3700477
12606	19	3672580	3674293
12607	19	3708107	3750811
12608	19	3750817	3761697
12609	19	3753838	3756515
12610	19	3754618	3756657
12611	19	3762662	3768573
12612	19	3769087	3772233
12613	19	3777971	3802127
12614	19	3804022	3869030
12615	19	3879862	3928077
12616	19	3933101	3942414
12617	19	3958451	3971121
12618	19	3976054	3985467
12619	19	4007644	4039384
12620	19	4041127	4043154
12621	19	4044362	4066943
12622	19	4061613	4062747
12623	19	4090319	4124126
12624	19	4153598	4173051
12625	19	4174106	4182601
12626	19	4183351	4224811
12627	19	4229495	4237528
12628	19	4247076	4269087
12629	19	4278598	4290721
12630	19	4292229	4302428
12631	19	4304597	4323840
12632	19	4324040	4342783
12633	19	4339574	4343488
12634	19	4343524	4360083
12635	19	4347241	4354054
12636	19	4356634	4358445
12637	19	4360367	4400544
12638	19	4363786	4364637
12639	19	4402659	4445015
12640	19	4429686	4430931
12641	19	4444996	4457819
12642	19	4447301	4448214
12643	19	4454011	4455283
12644	19	4472284	4502223
12645	19	4502204	4517716
12646	19	4522543	4535236
12647	19	4528439	4540079
12648	19	4536421	4540486
12649	19	4542600	4559820
12650	19	4639530	4655580
12651	19	4641386	4670382
12652	19	4654976	4655536
12653	19	4675236	4724685
12654	19	4679294	4685960
12655	19	4791728	4795571
12656	19	4791757	4795571
12657	19	4815944	4831716
12658	19	4838344	4838919
12659	19	4838353	4867780
12660	19	4890449	4902879
12661	19	4969125	5153606
12662	19	5158506	5340814
12663	19	5178130	5178475
12664	19	5455426	5456867
12665	19	5587010	5624057
12666	19	5623046	5668489
12667	19	5674958	5691887
12668	19	5678432	5680907
12669	19	5680615	5688533
12670	19	5691845	5720583
12671	19	5720688	5778745
12672	19	5782971	5784776
12673	19	5784016	5785630
12674	19	5784843	5791249
12675	19	5823813	5828335
12676	19	5830621	5839742
12677	19	5842899	5851485
12678	19	5847478	5858250
12679	19	5865837	5903798
12680	19	5866182	5903798
12681	19	5891287	5904017
12682	19	5899906	5901522
12683	19	5904852	5914718
12684	19	5904869	5910864
12685	19	5911589	5913910
12686	19	5911718	5915888
12687	19	5916150	5978153
12688	19	5978414	6020374
12689	19	5993175	6199583
12690	19	6067964	6077130
12691	19	6109333	6125808
12692	19	6135258	6193112
12693	19	6212966	6279959
12694	19	6259168	6259810
12695	19	6306153	6333640
12696	19	6343772	6362160
12697	19	6361463	6368919
12698	19	6372444	6375042
12699	19	6375159	6379069
12700	19	6379580	6393992
12701	19	6386773	6390411
12702	19	6413359	6424805
12703	19	6426048	6433790
12704	19	6436090	6465214
12705	19	6463788	6467232
12706	19	6467218	6482568
12707	19	6494330	6502859
12708	19	6494331	6494816
12709	19	6494331	6495036
12710	19	6531010	6535931
12711	19	6583194	6604114
12712	19	6663148	6670599
12713	19	6677715	6730573
12714	19	6729925	6737614
12715	19	6737936	6751537
12716	19	6748304	6751478
12717	19	6752171	6767599
12718	19	6772725	6857377
12719	19	6887577	6940470
12720	19	6953222	6954915
12721	19	7011514	7013338
12722	19	7030589	7033022
12723	19	7037759	7040190
12724	19	7049332	7051746
12725	19	7056220	7058651
12726	19	7069455	7087979
12727	19	7112266	7294045
12728	19	7413848	7448271
12729	19	7445850	7535131
12730	19	7455408	7459925
12731	19	7459999	7537363
12732	19	7541761	7562335
12733	19	7557862	7573336
12734	19	7571938	7584508
12735	19	7580178	7585912
12736	19	7584802	7585346
12737	19	7587512	7598895
12738	19	7598481	7604945
12739	19	7598890	7626650
12740	19	7660788	7683190
12741	19	7684411	7694451
12742	19	7694623	7696842
12743	19	7694682	7707934
12744	19	7696497	7698634
12745	19	7698652	7701876
12746	19	7701767	7712759
12747	19	7733930	7735334
12748	19	7741514	7744712
12749	19	7743387	7747740
12750	19	7745729	7747744
12751	19	7753644	7767032
12752	19	7793843	7798792
12753	19	7804879	7812464
12754	19	7828035	7834491
12755	19	7895119	7929862
12756	19	7933605	7939326
12757	19	7953390	7966901
12758	19	7963689	7968427
12759	19	7968728	7979363
12760	19	7977533	7978403
12761	19	7981030	7983982
12762	19	7983537	7984042
12763	19	7985201	7988135
12764	19	7989372	7991051
12765	19	7990886	7991648
12766	19	7991603	8008805
12767	19	8023463	8070543
12768	19	8024007	8024896
12769	19	8117651	8127534
12770	19	8130286	8214730
12771	19	8271620	8327305
12772	19	8287037	8304532
12773	19	8367011	8373240
12774	19	8373167	8386263
12775	19	8373490	8386280
12776	19	8386042	8388224
12777	19	8387468	8408146
12778	19	8428173	8439257
12779	19	8439257	8455569
12780	19	8454865	8469318
12781	19	8478154	8503901
12782	19	8488239	8492711
12783	19	8509651	8553998
12784	19	8554940	8567996
12785	19	8575462	8579048
12786	19	8585674	8642461
12787	19	8614390	8615023
12788	19	8645126	8675620
12789	19	8646044	8647599
12790	19	8807751	8809172
12791	19	8841316	8842371
12792	19	8920380	8943004
12793	19	8932177	8934786
12794	19	8943074	8954016
12795	19	8943741	8944217
12796	19	8959520	9092018
12797	19	9203855	9204889
12798	19	9212945	9213982
12799	19	9225274	9226439
12800	19	9236688	9237626
12801	19	9251056	9274100
12802	19	9296279	9299493
12803	19	9324526	9325542
12804	19	9361606	9362820
12805	19	9402191	9405158
12806	19	9404951	9420514
12807	19	9434448	9461838
12808	19	9434850	9493293
12809	19	9435021	9493293
12810	19	9523272	9546254
12811	19	9577183	9609283
12812	19	9638667	9649303
12813	19	9671029	9695209
12814	19	9715356	9732075
12815	19	9731967	9756572
12816	19	9759330	9785776
12817	19	9800600	9811452
12818	19	9862669	9903856
12819	19	9920943	9938492
12820	19	9938568	9940791
12821	19	9945933	9960358
12822	19	9964394	10047228
12823	19	10070237	10121147
12824	19	10106673	10107839
12825	19	10123925	10132955
12826	19	10196798	10203928
12827	19	10199708	10201053
12828	19	10203014	10213472
12829	19	10216899	10225456
12830	19	10216965	10225414
12831	19	10222214	10226048
12832	19	10225693	10230596
12833	19	10244021	10341962
12834	19	10334520	10341948
12835	19	10362577	10370721
12836	19	10362944	10395784
12837	19	10369785	10370721
12838	19	10381511	10397291
12839	19	10396477	10399695
12840	19	10397643	10399198
12841	19	10400657	10407454
12842	19	10415479	10420556
12843	19	10416103	10426685
12844	19	10416103	10426691
12845	19	10426147	10431354
12846	19	10426888	10444316
12847	19	10444452	10450499
12848	19	10461209	10491352
12849	19	10501810	10530797
12850	19	10527449	10580305
12851	19	10596796	10614417
12852	19	10601015	10601676
12853	19	10623623	10628607
12854	19	10654571	10664094
12855	19	10663761	10676713
12856	19	10677138	10679735
12857	19	10683347	10697991
12858	19	10713133	10755235
12859	19	10751715	10752093
12860	19	10764937	10803093
12861	19	10812106	10824113
12862	19	10828755	10944164
12863	19	10943114	10946994
12864	19	10947251	10980466
12865	19	10982189	11033453
12866	19	11033444	11039357
12867	19	11039409	11044211
12868	19	11071598	11176071
12869	19	11121593	11126687
12870	19	11200038	11244492
12871	19	11242196	11266484
12872	19	11274943	11308467
12873	19	11309971	11373157
12874	19	11314304	11326844
12875	19	11348178	11352619
12876	19	11406824	11437672
12877	19	11411453	11435117
12878	19	11432722	11456946
12879	19	11432832	11434871
12880	19	11453452	11457194
12881	19	11455360	11465620
12882	19	11466062	11476374
12883	19	11478799	11485611
12884	19	11485361	11487627
12885	19	11488236	11495018
12886	19	11495017	11530018
12887	19	11531272	11546603
12888	19	11546109	11561783
12889	19	11562141	11591861
12890	19	11577055	11616513
12891	19	11594242	11616738
12892	19	11616731	11639989
12893	19	11649532	11661138
12894	19	11661962	11670051
12895	19	11670189	11729950
12896	19	11685475	11689823
12897	19	11832080	11849824
12898	19	11836776	11841598
12899	19	11877815	11894893
12900	19	11906899	11909413
12901	19	11908482	11920437
12902	19	11925099	11946016
12903	19	11959541	11994565
12904	19	11998599	12025144
12905	19	12035883	12061588
12906	19	12035890	12090105
12907	19	12035890	12091196
12908	19	12050774	12064196
12909	19	12125547	12146556
12910	19	12128703	12163782
12911	19	12154620	12167127
12912	19	12175514	12192380
12913	19	12203078	12225491
12914	19	12203078	12248050
12915	19	12203658	12251222
12916	19	12242932	12267546
12917	19	12251032	12267546
12918	19	12273879	12300064
12919	19	12335501	12405702
12920	19	12428291	12444534
12921	19	12460185	12476719
12922	19	12490003	12512088
12923	19	12500830	12512085
12924	19	12502763	12551896
12925	19	12540521	12551926
12926	19	12543917	12595630
12927	19	12561749	12571519
12928	19	12571998	12624668
12929	19	12572373	12662288
12930	19	12636184	12662356
12931	19	12636534	12691789
12932	19	12640582	12643787
12933	19	12688775	12750912
12934	19	12721732	12742735
12935	19	12754645	12759211
12936	19	12757325	12777556
12937	19	12775642	12780211
12938	19	12777614	12786646
12939	19	12778885	12782170
12940	19	12786531	12792716
12941	19	12798867	12807457
12942	19	12799736	12800052
12943	19	12810008	12834825
12944	19	12841454	12845589
12945	19	12847953	12859137
12946	19	12862516	12869272
12947	19	12873817	12983554
12948	19	12902310	12904124
12949	19	12907634	12912694
12950	19	12907637	12912663
12951	19	12917394	12924452
12952	19	12936292	12946242
12953	19	12936525	12943797
12954	19	12944765	12985765
12955	19	12986025	12992282
12956	19	12991783	12994902
12957	19	12995237	12997995
12958	19	13001840	13025021
12959	19	13009600	13030090
12960	19	13033293	13044851
12961	19	13041336	13044110
12962	19	13049392	13055303
12963	19	13054932	13055301
12964	19	13056669	13064456
12965	19	13064972	13068050
12966	19	13075973	13085567
12967	19	13106422	13209610
12968	19	13124476	13125325
12969	19	13180610	13182188
12970	19	13209847	13213975
12971	19	13215716	13228381
12972	19	13228917	13251955
12973	19	13250431	13251961
12974	19	13254872	13261197
12975	19	13261229	13265722
12976	19	13263885	13265007
12977	19	13317256	13734804
12978	19	13842574	13874110
12979	19	13875346	13885096
12980	19	13882932	13884932
12981	19	13884982	13889276
12982	19	13890884	13900972
12983	19	13906274	13943044
12984	19	13907388	13907747
12985	19	13972877	13991571
12986	19	13993161	14017265
12987	19	14017014	14041692
12988	19	14042000	14064204
12989	19	14063304	14072254
12990	19	14072350	14117851
12991	19	14138960	14141854
12992	19	14141667	14142369
12993	19	14142560	14163743
12994	19	14164177	14169971
12995	19	14183348	14185874
12996	19	14192431	14196687
12997	19	14198652	14201848
12998	19	14202500	14228896
12999	19	14229918	14230349
13000	19	14230321	14247768
13001	19	14247991	14282079
13002	19	14260750	14316999
13003	19	14491313	14519537
13004	19	14513529	14519535
13005	19	14519631	14530192
13006	19	14543865	14582679
13007	19	14569213	14570178
13008	19	14583278	14586174
13009	19	14588572	14606944
13010	19	14625582	14640582
13011	19	14627897	14676792
13012	19	14676890	14682874
13013	19	14693896	14721969
13014	19	14729929	14800839
13015	19	14800613	14844558
13016	19	14834747	14835121
13017	19	14843205	14889353
13018	19	14903302	14946188
13019	19	14909958	14911023
13020	19	14951760	14952689
13021	19	14991138	14992264
13022	19	15052301	15053260
13023	19	15060846	15133802
13024	19	15121556	15134081
13025	19	15160195	15169104
13026	19	15197791	15199032
13027	19	15218214	15225799
13028	19	15225795	15236596
13029	19	15234971	15236985
13030	19	15270444	15311792
13031	19	15337730	15344246
13032	19	15347647	15443356
13033	19	15464196	15490609
13034	19	15490859	15529952
13035	19	15532319	15560762
13036	19	15562435	15575382
13037	19	15579456	15609767
13038	19	15619304	15663128
13039	19	15751707	15773635
13040	19	15783567	15807984
13041	19	15838834	15839862
13042	19	15852203	15853153
13043	19	15904761	15905892
13044	19	15917817	15918936
13045	19	15988833	16008930
13046	19	16023177	16045677
13047	19	16059818	16060768
13048	19	16177831	16213813
13049	19	16222439	16245044
13050	19	16234471	16250702
13051	19	16244838	16269386
13052	19	16272179	16284336
13053	19	16296191	16302857
13054	19	16297087	16300269
13055	19	16308389	16346160
13056	19	16394170	16435325
13057	19	16435628	16438685
13058	19	16466050	16582896
13059	19	16551757	16554395
13060	19	16589868	16607003
13061	19	16589878	16739015
13062	19	16607122	16632163
13063	19	16628700	16653341
13064	19	16660642	16683193
13065	19	16662584	16663139
13066	19	16676362	16677141
13067	19	16685718	16739873
13068	19	16688453	16770926
13069	19	16697716	16698796
13070	19	16741554	16754753
13071	19	16741562	16771253
